[TABLES]
## NEW_YORK_CITIBIKE.CITIBIKE_TRIPS
start_station_longitude: FLOAT | Start Station Longitude | eg=[-73.95928168, -74.01043382]
wdsp: TEXT | Mean wind speed for the day in knots to tenths. Missing = 999.9 | eg=["999.9", "4.1"]
count_stp: NUMBER | Number of observations used in calculating mean station pressure | eg=[0]
count_wdsp: TEXT | Number of observations used in calculating mean wind speed | eg=["0", "4"]
hail: TEXT | Indicators (1 = yes, 0 = no/not reported) for the occurrence during the day | eg=["0"]
sndp: FLOAT | Snow depth in inches to tenths--last report for the day if reported more thanonce. Missing = 999.9
Note: Most stations do not report '0' ondays with no snow on the ground--therefore, '999.9' will often appear on these days | eg=[999.9]
flag_prcp: TEXT | A = 1 report of 6-hour precipitation amount
B = Summation of 2 reports of 6-hour precipitation amount
C = Summation of 3 reports of 6-hour precipitation amount
D = Summation of 4 reports of 6-hour precipitation amount
E = 1 report of 12-hour precipitation amount
F = Summation of 2 reports of 12-hour precipitation amount
G = 1 report of 24-hour precipitation amount
H = Station reported '0' as the amount for the day (eg, from 6-hour reports), but also reported at least one occurrence of precipitation in hourly observations--this could indicate a trace occurred, but should be considered as incomplete data for the day.
I = Station did not report any precip data for the day and did not report any occurrences of precipitation in its hourly observations--it's still possible that precip occurred but was not reported | eg=["I"]
year: TEXT | The year | eg=["1972"]
da: TEXT | The day | eg=["05", "29"]
wban: TEXT | WBAN number where applicable--this is the historical "Weather Bureau Air Force Navy" number - with WBAN being the acronym | eg=["99999"]
count_temp: NUMBER | Number of observations used in calculating mean temperature | eg=[4]
snow_ice_pellets: TEXT | Indicators (1 = yes, 0 = no/not reported) for the occurrence during the day | eg=["0"]
flag_max: TEXT | Blank indicates max temp was taken from the explicit max temp report and not from the 'hourly' data.
* indicates max temp was  derived from the hourly data (i.e., highest hourly or synoptic-reported temperature) | eg=["*"]
mo: TEXT | The month | eg=["12", "10"]
prcp: FLOAT | Total precipitation (rain and/or melted snow) reported during the day in inches and hundredths; will usually not end with the midnight observation--i.e., may include latter part of previous day. 
.00 indicates no measurable precipitation (includes a trace).
Missing = 99.99
Note: Many stations do not report '0' on days with no precipitation--therefore, '99.99' will often appear on these days. Also, for example, a station may only report a 6-hour amount for the period during which rain fell. See Flag field for source of data | eg=[0.0]
count_dewp: NUMBER | Number of observations used in calculating mean dew point | eg=[4]
rain_drizzle: TEXT | Indicators (1 = yes, 0 = no/not reported) for the occurrence during the day | eg=["0"]
min: FLOAT | Minimum temperature reported during the day in Fahrenheit to tenths--time of min temp report varies by country and region, so this will sometimes not be the min for the calendar day. Missing = 9999.9 | eg=[75.2, 73.4]
gust: FLOAT | Maximum wind gust reported for the day in knots to tenths. Missing = 999.9 | eg=[999.9]
max: FLOAT | Maximum temperature reported during the day in Fahrenheit to tenths--time of max temp report varies by country and region, so this will sometimes not be the max for the calendar day. Missing = 9999.9 | eg=[89.6, 80.6]
count_visib: NUMBER | Number of observations used in calculating mean visibility | eg=[0]
thunder: TEXT | Indicators (1 = yes, 0 = no/not reported) for the occurrence during the day | eg=["0"]
mxpsd: TEXT | Maximum sustained wind speed reported for the day in knots to tenths. Missing = 999.9 | eg=["999.9", "4.1"]
visib: FLOAT | Mean visibility for the day in miles to tenths.  Missing = 999.9 | eg=[999.9]
stp: FLOAT | Mean station pressure for the day in millibars to tenths. Missing = 9999.9 | eg=[9999.9]
slp: FLOAT | Mean sea level pressure for the day in millibars to tenths. Missing = 9999.9 | eg=[9999.9]
temp: FLOAT | Mean temperature for the day in degrees Fahrenheit to tenths. Missing = 9999.9 | eg=[84.4, 77.0]
stn: TEXT | Station number (WMO/DATSAV3 number) for the location | eg=["941840", "946820"]

## NOAA_GSOD.GSOD2014
wdsp: TEXT | Mean wind speed for the day in knots to tenths. Missing = 999.9 | eg=["15.0", "4.8"]
thunder: TEXT | Indicators (1 = yes, 0 = no/not reported) for the occurrence during the day | eg=["0"]
count_stp: NUMBER | Number of observations used in calculating mean station pressure | eg=[0]
da: TEXT | The day | eg=["05", "31"]
count_wdsp: TEXT | Number of observations used in calculating mean wind speed | eg=["5", "4"]
flag_prcp: TEXT | A = 1 report of 6-hour precipitation amount
B = Summation of 2 reports of 6-hour precipitation amount
C = Summation of 3 reports of 6-hour precipitation amount
D = Summation of 4 reports of 6-hour precipitation amount
E = 1 report of 12-hour precipitation amount
F = Summation of 2 reports of 12-hour precipitation amount
G = 1 report of 24-hour precipitation amount
H = Station reported '0' as the amount for the day (eg, from 6-hour reports), but also reported at least one occurrence of precipitation in hourly observations--this could indicate a trace occurred, but should be considered as incomplete data for the day.
I = Station did not report any precip data for the day and did not report any occurrences of precipitation in its hourly observations--it's still possible that precip occurred but was not reported
mo: TEXT | The month | eg=["06", "08"]
gust: FLOAT | Maximum wind gust reported for the day in knots to tenths. Missing = 999.9 | eg=[26.0, 999.9]
year: TEXT | The year | eg=["2014"]
prcp: FLOAT | Total precipitation (rain and/or melted snow) reported during the day in inches and hundredths; will usually not end with the midnight observation--i.e., may include latter part of previous day. 
.00 indicates no measurable precipitation (includes a trace).
Missing = 99.99
Note: Many stations do not report '0' on days with no precipitation--therefore, '99.99' will often appear on these days. Also, for example, a station may only report a 6-hour amount for the period during which rain fell. See Flag field for source of data | eg=[99.99]
flag_min: TEXT | Blank indicates min temp was taken from the explicit min temp report and not from the 'hourly' data.
* indicates min temp was derived from the hourly data (i.e., lowest hourly or synoptic-reported temperature) | eg=["*"]
slp: FLOAT | Mean sea level pressure for the day in millibars to tenths. Missing = 9999.9 | eg=[9999.9]
count_temp: NUMBER | Number of observations used in calculating mean temperature | eg=[5, 4]
stp: FLOAT | Mean station pressure for the day in millibars to tenths. Missing = 9999.9 | eg=[9999.9]
dewp: FLOAT | Mean dew point for the day in degreesm Fahrenheit to tenths.  Missing = 9999.9 | eg=[9999.9]
count_visib: NUMBER | Number of observations used in calculating mean visibility | eg=[5, 4]
min: FLOAT | Minimum temperature reported during the day in Fahrenheit to tenths--time of min temp report varies by country and region, so this will sometimes not be the min for the calendar day. Missing = 9999.9 | eg=[-56.2, -76.0]
count_slp: NUMBER | Number of observations used in calculating mean sea level pressure | eg=[0]
sndp: FLOAT | Snow depth in inches to tenths--last report for the day if reported more thanonce. Missing = 999.9
Note: Most stations do not report '0' ondays with no snow on the ground--therefore, '999.9' will often appear on these days | eg=[999.9]
hail: TEXT | Indicators (1 = yes, 0 = no/not reported) for the occurrence during the day | eg=["0"]
tornado_funnel_cloud: TEXT | Indicators (1 = yes, 0 = no/not reported) for the occurrence during the day | eg=["0"]
wban: TEXT | WBAN number where applicable--this is the historical "Weather Bureau Air Force Navy" number - with WBAN being the acronym | eg=["90001", "99999"]
visib: FLOAT | Mean visibility for the day in miles to tenths.  Missing = 999.9 | eg=[0.8, 4.4]
flag_max: TEXT | Blank indicates max temp was taken from the explicit max temp report and not from the 'hourly' data.
* indicates max temp was  derived from the hourly data (i.e., highest hourly or synoptic-reported temperature) | eg=["*"]
rain_drizzle: TEXT | Indicators (1 = yes, 0 = no/not reported) for the occurrence during the day | eg=["0", "1"]
mxpsd: TEXT | Maximum sustained wind speed reported for the day in knots to tenths. Missing = 999.9 | eg=["18.1", "8.9"]
snow_ice_pellets: TEXT | Indicators (1 = yes, 0 = no/not reported) for the occurrence during the day | eg=["1", "0"]
temp: FLOAT | Mean temperature for the day in degrees Fahrenheit to tenths. Missing = 9999.9 | eg=[-42.7, -64.0]
count_dewp: NUMBER | Number of observations used in calculating mean dew point | eg=[0]
max: FLOAT | Maximum temperature reported during the day in Fahrenheit to tenths--time of max temp report varies by country and region, so this will sometimes not be the max for the calendar day. Missing = 9999.9 | eg=[-40.0, -38.2]
fog: TEXT | Indicators (1 = yes, 0 = no/not reported) for the occurrence during the day | eg=["0"]
stn: TEXT | Station number (WMO/DATSAV3 number) for the location | eg=["890090", "971460"]

## NOAA_GSOD.GSOD1989
count_temp: NUMBER | Number of observations used in calculating mean temperature | eg=[4]
year: TEXT | The year | eg=["1989"]
stn: TEXT | Station number (WMO/DATSAV3 number) for the location | eg=["062420", "726626"]
da: TEXT | The day | eg=["20", "29"]
flag_prcp: TEXT | A = 1 report of 6-hour precipitation amount
B = Summation of 2 reports of 6-hour precipitation amount
C = Summation of 3 reports of 6-hour precipitation amount
D = Summation of 4 reports of 6-hour precipitation amount
E = 1 report of 12-hour precipitation amount
F = Summation of 2 reports of 12-hour precipitation amount
G = 1 report of 24-hour precipitation amount
H = Station reported '0' as the amount for the day (eg, from 6-hour reports), but also reported at least one occurrence of precipitation in hourly observations--this could indicate a trace occurred, but should be considered as incomplete data for the day.
I = Station did not report any precip data for the day and did not report any occurrences of precipitation in its hourly observations--it's still possible that precip occurred but was not reported
stp: FLOAT | Mean station pressure for the day in millibars to tenths. Missing = 9999.9 | eg=[9999.9]
count_stp: NUMBER | Number of observations used in calculating mean station pressure | eg=[0]
min: FLOAT | Minimum temperature reported during the day in Fahrenheit to tenths--time of min temp report varies by country and region, so this will sometimes not be the min for the calendar day. Missing = 9999.9 | eg=[9999.9, 18.0]
count_wdsp: TEXT | Number of observations used in calculating mean wind speed | eg=["4", "0"]
count_dewp: NUMBER | Number of observations used in calculating mean dew point | eg=[4, 0]
slp: FLOAT | Mean sea level pressure for the day in millibars to tenths. Missing = 9999.9 | eg=[9999.9, 1011.7]
mxpsd: TEXT | Maximum sustained wind speed reported for the day in knots to tenths. Missing = 999.9 | eg=["22.0", "7.0"]
hail: TEXT | Indicators (1 = yes, 0 = no/not reported) for the occurrence during the day | eg=["0"]
prcp: FLOAT | Total precipitation (rain and/or melted snow) reported during the day in inches and hundredths; will usually not end with the midnight observation--i.e., may include latter part of previous day. 
.00 indicates no measurable precipitation (includes a trace).
Missing = 99.99
Note: Many stations do not report '0' on days with no precipitation--therefore, '99.99' will often appear on these days. Also, for example, a station may only report a 6-hour amount for the period during which rain fell. See Flag field for source of data | eg=[99.99]
